1,95
2,62
3,83
4,135
5,91
6,86
7,117
8,84
9,134
10,81
11,119
12,92
13,135
14,92
15,119
16,117
17,95
18,87
19,117
20,118
21,135
22,134
23,83
24,119
25,133
26,132
27,132
28,133
29,91
30,117
31,91
32,116
33,132
34,90
35,130
36,132
37,91
38,132
39,132
40,134
41,83
42,134
43,131
44,83
45,91
46,135
47,82
48,134
49,130
50,134
51,91
52,131
53,129
54,127
55,122
56,126
57,127
58,129
59,123
60,123
61,126
62,122
63,124
64,125
65,122
66,127
67,127
68,127
69,128
70,125
71,127
72,125
73,127
74,131
75,132
76,128
77,132
78,128
79,132
80,128
81,131
82,131
83,132
84,132
85,131
86,130
87,131
88,133
89,131
90,134
91,131
92,131
93,131
94,132
95,134
96,131
97,132
98,134
99,131
100,131
101,131
102,132
103,131
104,137
105,135
106,131
107,131
108,133
109,132
110,131
111,132
112,131
113,131
114,134
115,130
116,135
117,131
118,131
119,135
120,131
121,132
122,131
123,131
124,131
125,131
126,133
127,130
128,132
129,133
130,131
131,130
132,135
133,134
134,133
135,131
136,131
137,91
138,140
139,132
140,84
141,124
142,126
143,123
144,123
145,123
146,129
147,122
148,125
149,126
150,127
151,126
152,124
153,124
154,125
155,124
156,129
157,129
158,126
159,126
160,131
161,124
162,129
163,129
164,125
165,132
166,120
167,120
168,82
169,122
170,120
171,120
172,120
173,123
174,120
175,121
176,120
177,122
178,120
179,121
180,124
181,121
182,124
183,122
184,124
185,123
186,127
187,124
188,126
189,122
190,125
191,121
192,124
193,126
194,120
195,123
196,118
197,126
198,122
199,118
200,124
201,133
202,81
203,120
204,120
205,121
206,123
207,121
208,120
209,121
210,120
211,121
212,85
213,120
214,119
215,122
216,121
217,122
218,120
219,120
220,81
221,119
222,132
223,83
224,121
225,120
226,119
227,120
228,121
229,130
230,131
231,134
232,131
233,133
234,131
235,130
236,133
237,132
238,131
239,132
240,135
241,131
242,131
243,133
244,132
245,131
246,131
247,131
248,132
249,132
250,133
251,136
252,132
253,131
254,131
255,132
256,131
257,135
258,133
259,133
260,132
261,133
262,130
263,131
264,133
265,131
266,135
267,131
268,134
269,132
270,133
271,132
272,92
273,134
274,131
275,131
276,134
277,136
278,131
279,131
280,132
281,133
282,131
283,133
284,131
285,133
286,132
287,131
288,132
289,134
290,132
291,136
292,132
293,131
294,133
295,131
296,132
297,136
298,134
299,131
300,132
301,131
302,134
303,131
304,131
305,134
306,133
307,131
308,131
309,136
310,131
311,136
312,131
313,133
314,132
315,132
316,82
317,123
318,122
319,127
320,119
321,127
322,124
323,123
324,130
325,126
326,120
327,131
328,125
329,123
330,127
331,130
332,128
333,88
334,131
335,132
336,132
337,129
338,130
339,131
340,129
341,130
342,134
343,131
344,129
345,136
346,132
347,131
348,137
349,136
350,132
351,133
352,133
353,132
354,132
355,131
356,134
357,132
358,131
359,131
360,131
361,132
362,136
363,131
364,131
365,136
366,134
367,131
368,132
369,133
370,133
371,134
372,131
373,134
374,132
375,132
376,138
377,132
378,132
379,134
380,131
381,135
382,127
383,123
384,127
385,125
386,130
387,127
388,126
389,126
390,127
391,123
392,127
393,125
394,126
395,128
396,125
397,127
398,126
399,122
400,127
401,126
402,122
403,127
404,83
405,134
406,131
407,131
408,133
409,137
410,131
411,139
412,131
413,131
414,133
415,131
416,131
417,131
418,135
419,130
420,91
421,90
422,131
423,133
424,131
425,92
426,136
427,131
428,83
429,137
430,84
431,115
432,93
433,137
434,134
435,135
436,90
437,84
438,119
439,117
440,83
441,135
442,82
443,118
444,113
445,90
446,122
447,92
448,91
449,121
450,81
451,116
452,93
453,117
454,81
455,117
456,92
457,81
458,121
459,81
460,82
461,120
462,83
463,92
464,91
465,92
466,122
467,84
468,117
469,91
470,114
471,132
472,134
473,92
474,133
475,133
476,92
477,138
478,83
479,135
480,132
481,134
482,131
483,133
484,92
485,91
486,133
487,91
488,83
489,133
490,83
491,133
492,133
493,132
494,82
495,121
496,120
497,124
498,124
499,124
500,128
501,128
502,124
503,124
504,134
505,130
506,131
507,125
508,128
509,128
510,129
511,130
512,127
513,132
514,132
515,134
516,128
517,129
518,133
519,134
520,131
521,134
522,133
523,135
524,135
525,132
526,131
527,132
528,132
529,135
530,134
531,132
532,132
533,132
534,132
535,133
536,133
537,133
538,131
539,132
540,133
541,134
542,134
543,132
544,131
545,137
546,131
547,135
548,131
549,133
550,131
551,132
552,134
553,133
554,133
555,133
556,133
557,132
558,131
559,134
560,134
561,134
562,131
563,136
564,91
565,132
566,131
567,131
568,133
569,135
570,134
571,134
572,135
573,134
574,136
575,131
576,137
577,131
578,131
579,132
580,134
581,125
582,119
583,121
584,123
585,120
586,127
587,128
588,124
589,129
590,129
591,129
592,124
593,125
594,135
595,131
596,124
597,131
598,127
599,121
600,86
601,81
602,121
603,117
604,83
605,122
606,82
607,121
608,123
609,121
610,120
611,85
612,121
613,120
614,124
615,122
616,120
617,122
618,125
619,122
620,124
621,122
622,125
623,122
624,126
625,123
626,126
627,127
628,125
629,124
630,125
631,122
632,124
633,125
634,123
635,124
636,126
637,124
638,121
639,124
640,124
641,125
642,126
643,120
644,122
645,123
646,120
647,121
648,126
649,120
650,123
651,123
652,119
653,127
654,123
655,123
656,120
657,122
658,122
659,122
660,125
661,120
662,123
663,121
664,120
665,82
666,123
667,120
668,120
669,120
670,132
671,132
672,136
673,132
674,133
