1,38.2423
2,37.4754
3,36.8511
4,36.7898
5,38.3621
6,36.8733
7,36.7923
8,36.6652
9,36.8175
10,36.6531
11,36.6404
12,36.761
13,36.7287
14,36.716
15,36.7038
16,36.7778
17,36.6953
18,36.6914
19,39.3215
20,36.6449
21,36.7091
22,36.7582
23,36.6746
24,36.6243
25,36.6816
26,36.7076
27,36.7016
28,37.4114
29,36.6539
30,36.6658
31,36.6418
32,36.7052
33,36.6775
34,36.6769
35,36.8862
36,36.7605
37,36.6965
38,36.7211
39,36.7085
40,36.7101
41,36.6316
42,36.76
43,36.7733
44,36.7274
45,36.7029
46,36.6762
47,36.7695
48,36.7085
49,36.7154
50,36.6552
51,36.6211
52,36.6656
53,36.7582
54,36.7032
55,36.7164
56,36.6869
57,36.6748
58,36.676
59,36.6568
60,36.7998
61,36.6407
62,36.6502
63,36.6741
64,36.6846
65,36.7428
66,36.67
67,36.7201
68,36.6788
69,36.7493
70,36.6814
71,36.6594
72,36.6074
73,36.7763
74,36.7207
75,36.6563
76,36.6768
77,36.6583
78,36.6195
79,36.7046
80,36.6491
81,36.7174
82,36.7091
83,36.7157
84,36.6935
85,36.6794
86,36.7111
87,36.6465
88,36.6674
89,36.6937
90,36.6551
91,36.7162
92,36.6888
93,36.61
94,36.74
95,36.7061
96,36.683
97,36.6936
98,36.6296
99,36.6631
100,36.6686
101,37.0097
102,36.6805
103,36.7557
104,36.67
105,36.7306
106,36.6334
107,36.7257
108,36.7086
109,36.5915
110,36.7614
111,36.6844
112,36.6167
113,36.5816
114,36.6929
115,36.7151
116,36.7033
117,36.6934
118,36.6924
119,36.7119
120,36.7079
121,36.7228
122,36.6757
123,36.8338
124,36.6627
125,36.6617
126,36.6452
127,36.8328
128,36.6932
129,36.7103
130,36.6642
131,36.6354
132,36.648
133,36.5865
134,36.6561
135,36.697
136,36.5969
137,36.7048
138,36.7362
139,36.7777
140,36.725
141,36.7057
142,36.6682
143,36.64
144,36.7451
145,36.6991
146,36.6313
147,36.6823
148,36.5855
149,36.5859
150,36.6676
151,36.8538
152,36.7381
153,36.6117
154,36.6839
155,36.7245
156,36.618
157,36.6297
158,36.7059
159,36.6384
160,36.6441
161,36.6298
162,36.6219
163,36.7138
164,36.636
165,36.5843
166,36.5999
167,36.6667
168,36.6587
169,36.616
170,36.67
171,36.7365
172,36.6935
173,37.0157
174,36.655
175,36.659
176,36.8229
177,36.6707
178,36.7446
179,36.7722
180,36.7519
181,37.0949
182,36.7478
183,36.7067
184,36.6389
185,38.0386
186,36.6167
187,36.8108
188,36.6929
189,36.7622
190,36.6324
191,36.7411
192,36.6388
193,36.6793
194,36.6348
195,36.6336
196,36.9409
197,36.5847
198,36.6662
199,36.9063
200,36.6386
201,36.6919
202,36.7031
203,36.7285
204,36.7394
205,37.1529
206,36.6282
207,36.6733
208,36.828
209,36.5909
210,36.6149
211,36.6046
212,36.762
213,36.6862
214,36.7091
215,36.6366
216,36.8374
217,36.6805
218,36.704
219,36.7396
220,36.7541
221,36.7177
222,36.7232
223,36.6482
224,36.7495
225,36.7379
226,36.6857
227,36.8075
228,36.6337
229,36.661
230,36.6811
231,36.6787
232,36.7474
233,36.7515
234,36.6478
235,36.6843
